ticket_id,name,T1,T3,T4,T5,T51,T52,T53,T6,T61,T62
140702081941421, ,11,10,31,1.5,.5,.5,.5,30.5,10.5,20
140702081941721, ,10,11,11,0,0,0,0,32.5,12,20.5
140702081942021, ,10,11,21,2.5,1,.5,1,30.5,10.5,20
140702081942321, ,31,10,10,0,0,0,0,142,121.5,20.5
140702081942621, ,10,22,21,3.5,1,1,1.5,32,11,21
140702081942921, ,11,10,11,0,0,0,0,32,11,21
140702081943221, ,11,10,21,0,0,0,0,198,99,99
140702081943521, ,99,10,21,0,0,0,0,30,10,20
140702081943821, ,31,11,21,0,0,0,0,30,10,20
140702081944121, ,11,11,31,3,1.5,.5,1,142,121,21
140702081944421, ,10,11,99,0,0,0,0,30,10,20
140702081944721, ,10,11,11,3,1,1,1,142.5,121.5,21
140702081945021, ,21,21,21,4.5,2,1,1.5,198,99,99
140702091800121, ,11,10,11,297,99,99,99,30,10,20
140702091800421, ,99,11,11,0,0,0,0,30,10,20
140702091800721, ,21,11,21,.5,0,0,.5,142,121,21
140702091801021, ,99,99,99,297,99,99,99,30,10,20
140702091801321, ,10,11,21,297,99,99,99,198,99,99
140702091801921, ,21,21,21,.5,0,.5,0,142.5,121.5,21
140702091802221, ,11,11,31,4,1.5,1,1.5,30,10,20
140702091802521, ,21,12,31,4.5,2,1,1.5,30,10,20
140702091802821, ,10,12,21,297,99,99,99,198,99,99
140702091803121, ,21,21,31,2,1,.5,.5,30,10,20
140702091803421, ,21,10,21,1.5,.5,.5,.5,31,11,20
140702091803721, ,99,10,21,.5,0,.5,0,30.5,10.5,20
140702091820121, ,10,11,21,3.5,1.5,1,1,30,10,20
140702091820421, ,99,99,99,297,99,99,99,198,99,99
140702091820721, ,10,10,31,0,0,0,0,30,10,20
140702091821021, ,31,22,21,1.5,.5,.5,.5,143,122,21
140702091821321, ,10,11,10,2,1,.5,.5,32,11,21
140702091821621, ,11,10,31,.5,.5,0,0,30,10,20
140702091821921, ,99,99,11,0,0,0,0,30,10,20
140702091822221, ,21,22,21,0,0,0,0,30,10,20
140702091822521, ,11,99,11,1.5,.5,.5,.5,32,11,21
140702091823121, ,10,10,21,297,99,99,99,198,99,99
140702091823421, ,10,10,31,6,2,2,2,30,10,20
140702091823721, ,10,10,21,0,0,0,0,30,10,20
140702091824021, ,99,99,99,297,99,99,99,30,10,20
140702091830221, ,11,99,99,0,0,0,0,30,10,20
140702091830521, ,10,11,10,0,0,0,0,30,10,20
140702091830821, ,21,11,21,1.5,.5,.5,.5,30,10,20
140702091831121, ,21,21,21,0,0,0,0,142.5,121.5,21
140702091831421, ,31,11,21,4,1.5,1,1.5,142.5,121.5,21
140702091831721, ,11,11,99,297,99,99,99,198,99,99
140702091832021, ,21,22,31,297,99,99,99,198,99,99
140702091832321, ,21,12,21,2,1,.5,.5,143,122,21
140702091832621, ,10,11,21,2.5,1,.5,1,30.5,10.5,20
140702091832921, ,11,10,99,297,99,99,99,198,99,99
140702091833221, ,31,22,31,5.5,2,1.5,2,143,122,21
140702091833521, ,10,11,21,1,0,1,0,142.5,121.5,21
140702091833821, ,21,10,11,0,0,0,0,30,10,20
140702091834121, ,99,11,11,0,0,0,0,30,10,20
140702091850321, ,10,11,21,0,0,0,0,30,10,20
140702091850621, ,10,10,21,297,99,99,99,198,99,99
140702091850921, ,10,11,21,.5,.5,0,0,32,11,21
140702091851221, ,99,11,10,.5,.5,0,0,31.5,11,20.5
140702091851521, ,10,10,11,297,99,99,99,198,99,99
140702091851821, ,31,11,22,0,0,0,0,30,10,20
140702091852121, ,99,11,22,0,0,0,0,30.5,10.5,20
140702091852421, ,99,13,31,297,99,99,99,198,99,99
140702091852721, ,99,21,21,1.5,.5,.5,.5,143,122,21
140702091853021, ,21,11,21,0,0,0,0,32,11,21
140702091853321, ,10,11,21,297,99,99,99,198,99,99
140702091853621, ,21,21,21,0,0,0,0,31,11,20
140702091853921, ,31,12,21,3.5,1.5,1,1,142.5,121.5,21
140702091854221, ,10,11,99,0,0,0,0,30,10,20
140702101510321, ,11,11,31,0,0,0,0,30.5,10.5,20
140702101510621, ,99,11,99,297,99,99,99,198,99,99
140702101510921, ,11,11,21,0,0,0,0,30,10,20
140702101511221, ,21,10,11,0,0,0,0,30,10,20
140702101511521, ,31,11,21,1.5,.5,1,0,30,10,20
140702101511821, ,99,10,21,0,0,0,0,30,10,20
140702101512121, ,10,11,31,297,99,99,99,30,10,20
140702101512421, ,31,11,31,297,99,99,99,30.5,10.5,20
140702101512721, ,11,12,21,0,0,0,0,30,10,20
140702101513021, ,11,10,11,0,0,0,0,30.5,10.5,20
140702101513321, ,99,31,99,7,3,2,2,198,99,99
140702101513621, ,99,11,99,297,99,99,99,198,99,99
140702101513921, ,10,21,31,3,1.5,.5,1,30,10,20
140702101514221, ,31,31,31,3.5,1,1,1.5,30,10,20
140702101514521, ,10,10,99,297,99,99,99,198,99,99
140702101514821, ,99,99,99,297,99,99,99,198,99,99
140702101530121, ,99,99,99,297,99,99,99,198,99,99
140702101530421, ,11,10,31,0,0,0,0,31,10.5,20.5
140702101530721, ,11,11,21,0,0,0,0,30,10,20
140702101531021, ,11,10,11,0,0,0,0,30,10,20
140702101531321, ,11,10,10,0,0,0,0,30,10,20
140702101531621, ,99,10,99,0,0,0,0,30,10,20
140702101531921, ,21,12,31,4.5,2,1,1.5,142.5,121.5,21
140702101532221, ,10,10,10,0,0,0,0,30,10,20
140702101532521, ,99,10,99,0,0,0,0,30,10,20
140702101532821, ,10,99,99,0,0,0,0,30,10,20
140702101533121, ,99,99,99,297,99,99,99,198,99,99
140702101533421, ,99,10,21,0,0,0,0,30,10,20
140702101533721, ,21,11,10,0,0,0,0,198,99,99
140702101534021, ,10,11,31,0,0,0,0,143,122,21
140702101534321, ,99,11,10,2,.5,1,.5,31.5,11,20.5
140702101534621, ,10,12,11,297,99,99,99,30,10,20
140702101534921, ,21,21,21,0,0,0,0,32,11,21
140702101535221, ,99,12,99,0,0,0,0,30,10,20
140702101550321, ,21,11,21,2,.5,.5,1,142,121,21
140702101550621, ,21,11,31,297,99,99,99,198,99,99
140702101550921, ,10,10,21,0,0,0,0,30,10,20
140702101551221, ,21,11,21,297,99,99,99,30,10,20
140702101551521, ,11,11,21,3.5,1.5,1,1,30,10,20
140702101551821, ,11,11,11,0,0,0,0,30.5,10.5,20
140702101552121, ,31,11,31,.5,.5,0,0,30,10,20
140702101552421, ,99,10,10,0,0,0,0,30,10,20
140702101552721, ,10,11,21,3,1.5,.5,1,32,11,21
140702101553021, ,99,99,99,0,0,0,0,30,10,20
140702101553321, ,99,99,99,0,0,0,0,30,10,20
140702101553621, ,99,99,99,0,0,0,0,30,10,20
140702101553921, ,10,11,21,0,0,0,0,30.5,10.5,20
140702101554221, ,21,11,21,3,1,1,1,30,10,20
140702101554521, ,21,12,31,3,1,1,1,142,121,21
140702101554821, ,21,21,31,0,0,0,0,30.5,10.5,20
140702101555121, ,99,99,99,0,0,0,0,30,10,20
140702101560221, ,11,11,12,0,0,0,0,30,10,20
140702101560521, ,10,11,21,1.5,.5,.5,.5,32,11,21
140702101560821, ,11,11,99,0,0,0,0,198,99,99
140702101561121, ,99,99,99,297,99,99,99,198,99,99
140702101561421, ,11,10,21,0,0,0,0,30,10,20
140702101561721, ,99,10,21,0,0,0,0,30.5,10.5,20
140702101562021, ,99,99,99,0,0,0,0,30,10,20
140702101562321, ,21,12,21,0,0,0,0,30,10,20
140702101562621, ,21,21,31,0,0,0,0,31,11,20
140702101562921, ,10,11,31,297,99,99,99,142,121,21
140702101563221, ,99,10,99,0,0,0,0,30,10,20
140702101563521, ,99,10,10,0,0,0,0,30,10,20
140702101563821, ,99,99,11,3,1,1,1,142.5,122,20.5
140702101564121, ,11,10,10,0,0,0,0,30,10,20
140702101564421, ,10,11,11,4,1.5,1,1.5,30,10,20
140702101564721, ,99,11,11,1.5,.5,.5,.5,30,10,20
140702101565021, ,10,10,11,0,0,0,0,143,122,21
140702101580221, ,31,11,12,297,99,99,99,198,99,99
140702101580521, ,11,99,10,297,99,99,99,198,99,99
140702101580821, ,21,12,11,297,99,99,99,198,99,99
140702101581121, ,11,10,99,297,99,99,99,30,10,20
140702101581421, ,31,21,31,0,0,0,0,30,10,20
140702101581721, ,99,99,31,297,99,99,99,30.5,10.5,20
140702101582021, ,21,10,11,3.5,1.5,1,1,30,10,20
140702101582621, ,21,10,99,297,99,99,99,142.5,122,20.5
140702101582921, ,10,11,21,297,99,99,99,30.5,10.5,20
140702101583221, ,11,11,31,297,99,99,99,198,99,99
140702101583521, ,10,11,21,297,99,99,99,31.5,11,20.5
140702101583821, ,99,10,99,297,99,99,99,198,99,99
140702101584121, ,21,11,11,297,99,99,99,198,99,99
140702101584421, ,10,10,11,297,99,99,99,198,99,99
140702101584721, ,10,11,21,0,0,0,0,32,12,20
140702101585021, ,10,11,11,0,0,0,0,198,99,99
140702101590321, ,10,11,21,2,.5,1,.5,30.5,10.5,20
140702101590621, ,10,11,11,0,0,0,0,30,10,20
140702101590921, ,11,99,99,297,99,99,99,198,99,99
140702101591221, ,11,11,21,1.5,1,0,.5,31.5,11,20.5
140702101591521, ,21,11,21,0,0,0,0,30,10,20
140702101591821, ,31,11,51,297,99,99,99,198,99,99
140702101592121, ,31,22,21,3,1,1,1,198,99,99
140702101592421, ,99,99,99,297,99,99,99,198,99,99
140702101592721, ,31,11,21,3,1,1,1,142,121,21
140702101593021, ,99,99,99,0,0,0,0,30,10,20
140702101593321, ,10,12,31,6,2,2,2,142,121,21
140702101593621, ,10,11,21,0,0,0,0,30,10,20
140702101593921, ,10,11,31,3.5,1.5,1,1,142.5,121.5,21
140702101594221, ,10,11,99,297,99,99,99,198,99,99
140702101594521, ,21,99,99,297,99,99,99,198,99,99
140702101610121, ,11,99,99,0,0,0,0,30,10,20
140702101610421, ,10,11,21,0,0,0,0,30,10,20
140702101610721, ,21,10,21,0,0,0,0,198,99,99
140702101611021, ,10,11,21,0,0,0,0,30,10,20
140702101611321, ,11,10,21,0,0,0,0,30.5,10.5,20
140702101611621, ,31,11,31,1.5,.5,.5,.5,142,121,21
140702101611921, ,10,12,31,2.5,1,.5,1,31,11,20
140702101612221, ,21,11,11,297,99,99,99,198,99,99
140702101612521, ,99,99,99,297,99,99,99,198,99,99
140702101612821, ,21,12,21,297,99,99,99,30,10,20
140702101613121, ,31,11,31,297,99,99,99,198,99,99
140702101613421, ,99,99,21,297,99,99,99,142,121,21
140702101613721, ,99,10,21,0,0,0,0,30,10,20
140702101614321, ,21,11,21,2,1,.5,.5,31,10.5,20.5
140702101614621, ,21,99,31,3,1,1,1,30,10,20
140702101614921, ,10,11,21,0,0,0,0,30,10,20
140702111340221, ,99,31,31,1.5,0,1,.5,142,121,21
140702111340521, ,10,11,99,297,99,99,99,198,99,99
140702111340821, ,11,11,21,2.5,1,1,.5,30,10,20
140702111341121, ,99,99,99,297,99,99,99,198,99,99
140702111341421, ,11,11,21,297,99,99,99,30,10,20
140702111341721, ,10,11,11,1,0,.5,.5,32,11,21
140702111342021, ,99,11,21,0,0,0,0,142,121,21
140702111342321, ,99,99,99,297,99,99,99,198,99,99
140702111342621, ,11,10,12,0,0,0,0,31.5,11,20.5
140702111342921, ,10,11,99,0,0,0,0,30,10,20
140702111343221, ,10,10,99,2.5,1,1,.5,198,99,99
140702111343521, ,99,11,21,0,0,0,0,198,99,99
140702111343821, ,10,10,21,0,0,0,0,30,10,20
140702111344121, ,11,10,10,0,0,0,0,30,10,20
140702111344421, ,99,22,21,2.5,1.5,.5,.5,198,99,99
140702111344721, ,10,10,99,0,0,0,0,30,10,20
140702111370321, ,10,11,31,2.5,1,1,.5,30,10,20
140702111370621, ,11,11,31,4,1.5,1,1.5,142.5,121.5,21
140702111370921, ,10,11,99,297,99,99,99,30,10,20
140702111371221, ,99,99,11,2.5,1,.5,1,30,10,20
140702111371521, ,10,31,21,0,0,0,0,30.5,10.5,20
140702111371821, ,31,11,31,3.5,1.5,1,1,30,10,20
140702111372121, ,99,11,22,0,0,0,0,30,10,20
140702111372421, ,99,12,21,0,0,0,0,30,10,20
140702111372721, ,21,21,21,4,1.5,1,1.5,30,10,20
140702111373021, ,11,11,12,1,.5,.5,0,30.5,10.5,20
140702111373321, ,99,11,21,0,0,0,0,30,10,20
140702111373621, ,11,10,11,0,0,0,0,30,10,20
140702111373921, ,11,21,21,3.5,1,1,1.5,31.5,11,20.5
140702111374221, ,99,10,22,0,0,0,0,30,10,20
140702111374521, ,99,12,99,297,99,99,99,198,99,99
140702111380221, ,99,11,99,297,99,99,99,30,10,20
140702111380521, ,11,11,10,0,0,0,0,198,99,99
140702111380821, ,99,99,99,297,99,99,99,198,99,99
140702111381121, ,11,21,31,0,0,0,0,30,10,20
140702111381421, ,11,11,99,297,99,99,99,198,99,99
140702111381721, ,99,10,21,0,0,0,0,30,10,20
140702111382021, ,10,21,21,1,.5,0,.5,30,10,20
140702111382321, ,99,11,21,0,0,0,0,30,10,20
140702111382621, ,21,12,21,1.5,.5,.5,.5,32,11,21
140702111382921, ,21,21,31,3,1,1,1,30,10,20
140702111383221, ,31,12,21,3,1,1,1,143,122,21
140702111383521, ,11,11,31,6,2.5,1.5,2,30,10,20
140702111383821, ,99,11,21,0,0,0,0,30,10,20
140702111384121, ,11,11,21,1.5,.5,.5,.5,30,10,20
140702111384421, ,21,22,21,0,0,0,0,30,10,20
140702111390121, ,21,21,31,297,99,99,99,198,99,99
140702111390421, ,21,21,11,1.5,1,0,.5,33,12,21
140702111390721, ,11,11,21,0,0,0,0,30.5,10.5,20
140702111391021, ,10,10,99,297,99,99,99,30,10,20
140702111391321, ,10,31,21,.5,0,.5,0,142.5,121.5,21
140702111391621, ,10,11,31,297,99,99,99,198,99,99
140702111391921, ,11,11,21,0,0,0,0,30,10,20
140702111392221, ,99,99,10,0,0,0,0,30,10,20
140702111392521, ,99,11,31,1.5,.5,.5,.5,143,122,21
140702111392821, ,99,11,21,0,0,0,0,30.5,10.5,20
140702111393121, ,11,11,31,0,0,0,0,142,121,21
140702111393421, ,99,11,21,0,0,0,0,31,10.5,20.5
140702111393721, ,99,11,11,0,0,0,0,198,99,99
140702111394021, ,10,12,31,297,99,99,99,198,99,99
140702111394321, ,31,21,21,5.5,2.5,1,2,31,11,20
140702111394621, ,99,22,21,1.5,.5,.5,.5,143,122,21
140702111400221, ,99,10,21,0,0,0,0,30,10,20
140702111400521, ,10,11,31,1,0,.5,.5,198,99,99
140702111400821, ,10,10,99,0,0,0,0,30,10,20
140702111401121, ,10,11,11,0,0,0,0,30,10,20
140702111401421, ,10,99,21,3,1,1,1,30,10,20
140702111401721, ,10,21,21,1.5,.5,.5,.5,30.5,10.5,20
140702111402021, ,10,11,10,0,0,0,0,30,10,20
140702111402321, ,11,11,21,2,.5,1,.5,30,10,20
140702111402621, ,99,10,11,0,0,0,0,198,99,99
140702111402921, ,99,10,99,0,0,0,0,30,10,20
140702111403221, ,99,10,12,0,0,0,0,30,10,20
140702111403521, ,11,10,21,297,99,99,99,198,99,99
140702111403821, ,10,11,21,2,1,.5,.5,30,10,20
140702111404121, ,11,11,21,1.5,.5,.5,.5,31.5,11,20.5
140702111404421, ,31,21,31,3,.5,1.5,1,143,122,21
140702111420121, ,99,10,11,0,0,0,0,30,10,20
140702111420421, ,10,11,21,0,0,0,0,31,10.5,20.5
140702111420721, ,10,11,11,0,0,0,0,31.5,11,20.5
140702111421021, ,10,21,31,2,1,.5,.5,198,99,99
140702111421321, ,11,11,10,0,0,0,0,30,10,20
140702111421621, ,21,11,31,297,99,99,99,31.5,11,20.5
140702111421921, ,10,10,11,297,99,99,99,143,122,21
140702111422221, ,99,99,99,297,99,99,99,30,10,20
140702111422521, ,21,10,21,297,99,99,99,143,122,21
140702111422821, ,11,10,21,0,0,0,0,30.5,10.5,20
140702111423121, ,99,21,21,3,1,1,1,143,122,21
140702111423421, ,11,11,21,3,1,1,1,141.5,121.5,20
140702111423721, ,10,11,21,3.5,1.5,.5,1.5,198,99,99
140702111424021, ,31,21,21,2.5,1,.5,1,30,10,20
140702111424321, ,10,11,21,1.5,.5,.5,.5,30.5,10.5,20
140702111424621, ,99,10,99,0,0,0,0,30,10,20
140702111440321, ,99,11,99,0,0,0,0,30,10,20
140702111440621, ,10,11,21,.5,0,.5,0,30,10,20
140702111440921, ,99,10,10,0,0,0,0,30,10,20
140702111441221, ,10,11,21,.5,.5,0,0,31,11,20
140702111441521, ,99,99,99,0,0,0,0,30,10,20
140702111441821, ,10,11,31,297,99,99,99,30,10,20
140702111442121, ,99,10,99,297,99,99,99,30.5,10.5,20
140702111442421, ,10,11,21,0,0,0,0,30,10,20
140702111442721, ,10,21,21,0,0,0,0,198,99,99
140702111443021, ,10,10,10,0,0,0,0,30,10,20
140702111443321, ,10,22,21,297,99,99,99,198,99,99
140702111443621, ,11,21,21,0,0,0,0,143,122,21
140702111443921, ,21,11,21,2,.5,.5,1,31,11,20
140702111444221, ,99,11,10,0,0,0,0,30,10,20
140702111444521, ,99,99,99,0,0,0,0,198,99,99
140702121620221, ,10,11,31,1.5,1,0,.5,198,99,99
140702121620521, ,31,11,31,3.5,1.5,.5,1.5,198,99,99
140702121620821, ,10,11,31,0,0,0,0,142.5,121.5,21
140702121621121, ,99,99,99,297,99,99,99,198,99,99
140702121621421, ,21,31,31,297,99,99,99,142,121,21
140702121621721, ,10,11,21,297,99,99,99,143,122,21
140702121622021, ,41,22,31,2,1,.5,.5,143,122,21
140702121622321, ,21,11,12,297,99,99,99,198,99,99
140702121622621, ,10,11,21,0,0,0,0,142.5,121.5,21
140702121622921, ,41,41,31,2.5,1,.5,1,34.5,13,21.5
140702121623221, ,21,12,31,4.5,1.5,1.5,1.5,143,122,21
140702121623521, ,31,11,41,0,0,0,0,143,122,21
140702121623821, ,99,11,21,297,99,99,99,198,99,99
140702121624121, ,21,41,21,297,99,99,99,198,99,99
140702121624421, ,10,11,21,0,0,0,0,143,122,21
140702121624721, ,31,31,41,297,99,99,99,198,99,99
140702121625021, ,31,11,31,2,1,.5,.5,142,121,21
140702121625321, ,21,31,31,297,99,99,99,198,99,99
140702121650321, ,10,11,11,0,0,0,0,30.5,10.5,20
140702121650621, ,10,11,21,0,0,0,0,30,10,20
140702121650921, ,10,11,31,3.5,1.5,1,1,31.5,11,20.5
140702121651221, ,21,11,21,5.5,2,1.5,2,30,10,20
140702121651521, ,10,10,21,297,99,99,99,30,10,20
140702121651821, ,10,11,22,1.5,.5,.5,.5,30,10,20
140702121652121, ,10,11,31,1.5,.5,.5,.5,30.5,10.5,20
140702121652421, ,10,11,21,.5,0,.5,0,30.5,10.5,20
140702121652721, ,10,22,31,3,1,1,1,31,10.5,20.5
140702121653021, ,21,31,41,0,0,0,0,30,10,20
140702121653321, ,10,11,31,3.5,1.5,1,1,30,10,20
140702121653621, ,10,11,21,.5,0,.5,0,198,99,99
140702121653921, ,11,10,21,3,1,1,1,143,122,21
140702121654221, ,99,11,21,1.5,.5,.5,.5,31,10.5,20.5
140702121654521, ,99,10,21,0,0,0,0,30,10,20
140702121654821, ,31,21,41,3.5,1.5,1,1,33,12,21
140702121655121, ,21,10,31,0,0,0,0,31,11,20
140702121660221, ,10,11,31,6.5,2.5,1.5,2.5,198,99,99
140702121660521, ,21,11,31,4,1.5,1,1.5,30,10,20
140702121660821, ,99,99,99,0,0,0,0,198,99,99
140702121661121, ,10,11,41,297,99,99,99,198,99,99
140702121661421, ,21,11,21,3,1,1,1,198,99,99
140702121661721, ,10,22,21,297,99,99,99,198,99,99
140702121662021, ,21,11,21,0,0,0,0,142,121,21
140702121662321, ,99,99,21,0,0,0,0,30,10,20
140702121662621, ,21,31,21,7,2.5,2,2.5,142.5,121.5,21
140702121662921, ,99,11,21,0,0,0,0,141,121,20
140702121663221, ,21,12,31,6,2.5,1.5,2,142.5,121.5,21
140702121663521, ,21,22,21,0,0,0,0,143,122,21
140702121663821, ,10,21,22,1.5,.5,.5,.5,142.5,121.5,21
140702121664121, ,10,11,21,0,0,0,0,143,122,21
140702121664421, ,10,31,21,5.5,2.5,1,2,143,122,21
140702121664721, ,21,21,21,1.5,.5,.5,.5,143,122,21
140702121665021, ,10,11,21,2,1,.5,.5,30,10,20
140702121665321, ,10,11,12,0,0,0,0,30.5,10.5,20
140702121680321, ,21,11,31,2.5,1,.5,1,142,121,21
140702121680621, ,21,31,31,4.5,1.5,1.5,1.5,34.5,13,21.5
140702121680921, ,10,12,31,4,2,1,1,142,121,21
140702121681221, ,10,11,31,297,99,99,99,142.5,121,21.5
140702121681521, ,21,11,99,297,99,99,99,30,10,20
140702121681821, ,11,10,31,.5,0,.5,0,30,10,20
140702121682121, ,21,11,21,0,0,0,0,30,10,20
140702121682421, ,31,11,21,6,2,2,2,142,121,21
140702121682721, ,31,12,31,0,0,0,0,32,11,21
140702121683021, ,31,11,41,5,2,1.5,1.5,34,13,21
140702121683321, ,31,11,21,5,2,1,2,142,121,21
140702121683621, ,21,31,31,5.5,2,1.5,2,142.5,121.5,21
140702121683921, ,10,11,31,2.5,1.5,.5,.5,143,122,21
140702121684221, ,11,10,31,1,.5,0,.5,143,122,21
140702121684521, ,31,31,31,297,99,99,99,198,99,99
140702121684821, ,21,21,21,2,1,.5,.5,142.5,121.5,21
140702121685121, ,21,21,21,0,0,0,0,30,10,20
140702121710221, ,10,22,31,5.5,2,1.5,2,143.5,122,21.5
140702121710521, ,21,11,21,4.5,2,1,1.5,143,122,21
140702121710821, ,21,21,31,297,99,99,99,31.5,11,20.5
140702121711121, ,10,10,99,297,99,99,99,30,10,20
140702121711421, ,10,10,21,0,0,0,0,30,10,20
140702121711721, ,99,99,21,297,99,99,99,30.5,10.5,20
140702121712021, ,31,11,21,2.5,.5,1,1,142,121,21
140702121712321, ,99,11,10,0,0,0,0,30,10,20
140702121712621, ,10,11,21,4.5,2,1,1.5,30,10,20
140702121712921, ,31,11,41,2,1,.5,.5,30,10,20
140702121713221, ,21,22,31,297,99,99,99,198,99,99
140702121713521, ,99,99,99,297,99,99,99,198,99,99
140702121713821, ,11,21,10,0,0,0,0,31.5,11,20.5
140702121714121, ,31,31,31,.5,0,.5,0,142,121,21
140702121714421, ,99,11,31,3,1,1,1,30,10,20
140702121714721, ,21,11,21,297,99,99,99,30,10,20
140702121715021, ,11,11,31,1.5,.5,.5,.5,32,11,21
140702121720121, ,21,11,21,1,0,0,1,198,99,99
140702121720421, ,21,11,21,0,0,0,0,32,11,21
140702121720721, ,11,11,31,7,3,2,2,143,122,21
140702121721021, ,21,11,21,2,1,.5,.5,30.5,10.5,20
140702121721321, ,10,11,21,3,1,1,1,30,10,20
140702121721621, ,21,31,31,2.5,1.5,.5,.5,142,121,21
140702121721921, ,10,11,31,0,0,0,0,32,11,21
140702121722221, ,10,11,31,4.5,.5,1.5,2.5,31.5,11,20.5
140702121722521, ,10,11,21,3.5,1,1,1.5,30,10,20
140702121722821, ,31,22,31,7,3,2,2,142.5,121.5,21
140702121723121, ,10,11,11,297,99,99,99,198,99,99
140702121723421, ,10,11,21,297,99,99,99,31,11,20
140702121723721, ,31,22,41,1.5,.5,.5,.5,142.5,121.5,21
140702121724021, ,31,11,21,0,0,0,0,142,121,21
140702121724321, ,21,11,31,6,2.5,1,2.5,142.5,122,20.5
140702121724621, ,99,99,99,0,0,0,0,30,10,20
140702121724921, ,99,11,10,1,.5,.5,0,31.5,11,20.5
140702121725221, ,11,22,21,297,99,99,99,32,11,21
140702131010321, ,10,21,21,3.5,1.5,.5,1.5,142.5,121.5,21
140702131010621, ,10,11,99,297,99,99,99,198,99,99
140702131010921, ,21,10,11,0,0,0,0,30,10,20
140702131011221, ,10,21,31,3.5,1.5,1,1,142,121,21
140702131011521, ,99,11,21,297,99,99,99,198,99,99
140702131011821, ,10,11,31,2.5,1,.5,1,30,10,20
140702131012121, ,99,10,21,0,0,0,0,30,10,20
140702131012421, ,10,12,21,2,1,.5,.5,142,121,21
140702131012721, ,10,10,31,297,99,99,99,30,10,20
140702131013021, ,11,11,31,2.5,1,1,.5,142.5,121.5,21
140702131013321, ,11,11,31,4,2,1,1,31,10.5,20.5
140702131013621, ,99,99,10,0,0,0,0,30,10,20
140702131013921, ,11,11,31,.5,0,.5,0,30,10,20
140702131014221, ,21,13,21,0,0,0,0,30,10,20
140702131014521, ,31,11,31,3.5,1,1,1.5,34,13,21
140702131020321, ,10,21,21,2.5,1,.5,1,142,121,21
140702131020621, ,99,99,12,297,99,99,99,198,99,99
140702131020921, ,31,12,21,297,99,99,99,198,99,99
140702131021221, ,99,13,31,2,.5,.5,1,142,121,21
140702131021521, ,31,31,31,3,1,1,1,143,122,21
140702131021821, ,99,99,99,297,99,99,99,198,99,99
140702131022121, ,99,99,99,297,99,99,99,198,99,99
140702131022421, ,10,11,21,297,99,99,99,30.5,10.5,20
140702131022721, ,21,12,21,297,99,99,99,34,13,21
140702131023021, ,99,10,10,0,0,0,0,198,99,99
140702131023321, ,21,11,12,0,0,0,0,198,99,99
140702131023621, ,99,99,12,0,0,0,0,30,10,20
140702131023921, ,99,10,99,297,99,99,99,30,10,20
140702131024221, ,21,22,31,0,0,0,0,30,10,20
140702131024521, ,99,11,99,297,99,99,99,30,10,20
140702131030321, ,41,11,31,5,2,1.5,1.5,30,10,20
140702131030621, ,11,10,21,297,99,99,99,198,99,99
140702131030921, ,21,22,21,.5,.5,0,0,32,11,21
140702131031221, ,99,10,99,297,99,99,99,30,10,20
140702131031521, ,10,31,31,297,99,99,99,198,99,99
140702131031821, ,31,11,31,0,0,0,0,31,11,20
140702131032121, ,21,11,21,297,99,99,99,198,99,99
140702131032421, ,11,11,21,0,0,0,0,32,11,21
140702131032721, ,99,11,12,297,99,99,99,198,99,99
140702131033021, ,21,11,11,297,99,99,99,30,10,20
140702131033321, ,10,10,11,297,99,99,99,30.5,10.5,20
140702131033621, ,21,21,31,.5,0,.5,0,30,10,20
140702131033921, ,10,11,32,297,99,99,99,30,10,20
140702131034221, ,11,99,21,0,0,0,0,30,10,20
140702131040121, ,99,10,99,0,0,0,0,198,99,99
140702131040421, ,10,10,12,297,99,99,99,30,10,20
140702131040721, ,10,11,11,297,99,99,99,198,99,99
140702131041021, ,99,10,99,0,0,0,0,30,10,20
140702131041321, ,99,99,21,0,0,0,0,30,10,20
140702131041621, ,99,99,99,297,99,99,99,198,99,99
140702131041921, ,10,11,21,0,0,0,0,31.5,11,20.5
140702131042221, ,99,10,22,1,1,0,0,30,10,20
140702131042521, ,11,11,21,297,99,99,99,30,10,20
140702131042821, ,31,11,31,3,1,1,1,30,10,20
140702131043121, ,11,10,10,297,99,99,99,198,99,99
140702131043421, ,99,10,99,297,99,99,99,198,99,99
140702131043721, ,99,11,11,0,0,0,0,30,10,20
140702131044021, ,11,12,11,297,99,99,99,30,10,20
140702131044321, ,11,10,11,0,0,0,0,30,10,20
140702131050221, ,99,11,11,.5,.5,0,0,30,10,20
140702131050521, ,99,10,12,0,0,0,0,198,99,99
140702131050821, ,99,99,99,297,99,99,99,30,10,20
140702131051121, ,10,11,31,297,99,99,99,30,10,20
140702131051421, ,21,10,12,0,0,0,0,30,10,20
140702131051721, ,10,11,21,.5,0,.5,0,30,10,20
140702131052021, ,99,10,21,0,0,0,0,30.5,10.5,20
140702131052321, ,10,10,31,297,99,99,99,30,10,20
140702131052621, ,10,11,11,297,99,99,99,198,99,99
140702131052921, ,99,10,10,297,99,99,99,198,99,99
140702131053221, ,11,99,11,0,0,0,0,198,99,99
140702131053521, ,10,11,22,.5,.5,0,0,31.5,11,20.5
140702131053821, ,99,10,99,297,99,99,99,30,10,20
140702131054121, ,99,10,99,297,99,99,99,30,10,20
140702131054421, ,99,10,99,297,99,99,99,30,10,20
